,customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_class,Segment,top_1000
68,1232,4,9,5011.9,4,4,4,444,Best Customers,Yes
69,1233,14,9,6634.14,4,4,4,444,Best Customers,Yes
70,1274,14,9,3532.37,4,4,3,443,Best Customers,Yes
71,1317,10,9,7024.709999999999,4,4,4,444,Best Customers,Yes
72,1331,5,10,6252.429999999999,4,4,4,444,Best Customers,Yes
73,1346,15,9,6736.529999999999,4,4,4,444,Best Customers,Yes
74,1353,14,8,2789.25,4,4,3,443,Best Customers,Yes
75,1357,12,9,4732.84,4,4,4,444,Best Customers,Yes
76,1358,3,8,4113.04,4,4,4,444,Best Customers,Yes
77,1390,1,9,3474.54,4,4,3,443,Best Customers,Yes
78,1396,9,10,7075.58,4,4,4,444,Best Customers,Yes
79,1404,7,10,5426.7,4,4,4,444,Best Customers,Yes
80,1407,0,9,3796.5299999999997,4,4,3,443,Best Customers,Yes
81,1428,15,10,5508.8,4,4,4,444,Best Customers,Yes
82,1438,6,10,5503.889999999999,4,4,4,444,Best Customers,Yes
83,1460,12,8,10787.599999999999,4,4,4,444,Best Customers,Yes
84,1506,0,10,6435.1,4,4,4,444,Best Customers,Yes
85,1511,16,8,3037.58,4,4,3,443,Best Customers,Yes
86,1519,8,11,3819.53,4,4,3,443,Best Customers,Yes
87,1530,1,10,7390.75,4,4,4,444,Best Customers,Yes
88,1558,8,9,10640.3,4,4,4,444,Best Customers,Yes
89,1600,13,9,2924.4300000000003,4,4,3,443,Best Customers,Yes
90,1625,9,8,8499.589999999998,4,4,4,444,Best Customers,Yes
91,1706,2,8,4666.64,4,4,4,444,Best Customers,Yes
92,1707,17,8,3463.54,4,4,3,443,Best Customers,Yes
93,1722,4,8,6474.500000000001,4,4,4,444,Best Customers,Yes
94,1745,5,12,3164.4700000000003,4,4,3,443,Best Customers,Yes
95,1748,2,10,4973.950000000001,4,4,4,444,Best Customers,Yes
96,1792,6,9,4887.290000000001,4,4,4,444,Best Customers,Yes
97,1802,13,8,5035.800000000001,4,4,4,444,Best Customers,Yes
98,1885,4,9,6979.28,4,4,4,444,Best Customers,Yes
99,1905,10,9,4833.73,4,4,4,444,Best Customers,Yes
100,1942,16,8,4675.1900000000005,4,4,4,444,Best Customers,Yes
101,1950,6,9,3817.14,4,4,3,443,Best Customers,Yes
102,1970,0,8,3660.4800000000005,4,4,3,443,Best Customers,Yes
103,1991,1,10,8256.08,4,4,4,444,Best Customers,Yes
104,2013,15,8,4367.1,4,4,4,444,Best Customers,Yes
105,2029,1,9,4156.31,4,4,4,444,Best Customers,Yes
106,2055,0,9,5563.63,4,4,4,444,Best Customers,Yes
107,2060,5,11,5875.139999999999,4,4,4,444,Best Customers,Yes
108,2072,8,13,4136.84,4,4,4,444,Best Customers,Yes
109,2103,14,10,6752.629999999999,4,4,4,444,Best Customers,Yes
110,2109,2,8,5263.13,4,4,4,444,Best Customers,Yes
111,2111,6,9,4790.820000000001,4,4,4,444,Best Customers,Yes
112,2120,2,8,4543.18,4,4,4,444,Best Customers,Yes
113,2130,1,8,4253.77,4,4,4,444,Best Customers,Yes
114,2132,18,8,6401.829999999999,4,4,4,444,Best Customers,Yes
115,2152,1,9,4281.080000000001,4,4,4,444,Best Customers,Yes
116,2182,17,8,4766.82,4,4,4,444,Best Customers,Yes
117,2183,8,14,6513.300000000001,4,4,4,444,Best Customers,Yes
118,2204,17,8,3346.58,4,4,3,443,Best Customers,Yes
119,2308,13,9,5077.969999999999,4,4,4,444,Best Customers,Yes
120,2340,5,9,4585.400000000001,4,4,4,444,Best Customers,Yes
121,2358,3,11,3682.73,4,4,3,443,Best Customers,Yes
122,2369,1,8,6854.589999999999,4,4,4,444,Best Customers,Yes
123,2372,0,8,2940.0299999999997,4,4,3,443,Best Customers,Yes
124,2379,3,11,8252.73,4,4,4,444,Best Customers,Yes
125,2391,12,9,4852.43,4,4,4,444,Best Customers,Yes
126,2464,2,13,7817.099999999999,4,4,4,444,Best Customers,Yes
127,2476,14,14,7493.2300000000005,4,4,4,444,Best Customers,Yes
128,2492,7,10,8437.43,4,4,4,444,Best Customers,Yes
129,2498,7,8,3423.2000000000003,4,4,3,443,Best Customers,Yes
130,2505,12,9,3340.35,4,4,3,443,Best Customers,Yes
131,2523,14,9,4572.030000000001,4,4,4,444,Best Customers,Yes
132,2566,17,10,3154.78,4,4,3,443,Best Customers,Yes
133,2606,5,10,4718.43,4,4,4,444,Best Customers,Yes
134,2633,15,8,3679.0,4,4,3,443,Best Customers,Yes
135,2653,3,9,7365.4800000000005,4,4,4,444,Best Customers,Yes
136,2659,0,12,8143.93,4,4,4,444,Best Customers,Yes
137,2680,16,8,3542.3100000000004,4,4,3,443,Best Customers,Yes
138,2695,4,8,8104.58,4,4,4,444,Best Customers,Yes
139,2705,2,8,5470.700000000001,4,4,4,444,Best Customers,Yes
140,2728,7,8,4054.59,4,4,3,443,Best Customers,Yes
141,2732,16,9,2787.9500000000003,4,4,3,443,Best Customers,Yes
142,2737,5,9,5371.57,4,4,4,444,Best Customers,Yes
143,2751,3,8,3819.81,4,4,3,443,Best Customers,Yes
144,2761,7,9,5082.0199999999995,4,4,4,444,Best Customers,Yes
145,2762,16,8,8019.9800000000005,4,4,4,444,Best Customers,Yes
146,2816,8,10,5878.47,4,4,4,444,Best Customers,Yes
147,2836,13,9,4508.750000000001,4,4,4,444,Best Customers,Yes
148,2859,10,8,4153.82,4,4,4,444,Best Customers,Yes
149,2879,14,8,5572.11,4,4,4,444,Best Customers,Yes
150,2880,18,8,4772.56,4,4,4,444,Best Customers,Yes
151,2914,12,12,6835.96,4,4,4,444,Best Customers,Yes
152,2929,1,8,5308.78,4,4,4,444,Best Customers,Yes
153,2992,9,8,6871.539999999999,4,4,4,444,Best Customers,Yes
154,3013,4,9,3849.19,4,4,3,443,Best Customers,Yes
155,3044,4,9,5793.330000000001,4,4,4,444,Best Customers,Yes
156,3048,4,12,6996.35,4,4,4,444,Best Customers,Yes
157,3080,4,9,4665.71,4,4,4,444,Best Customers,Yes
158,3112,11,8,3035.96,4,4,3,443,Best Customers,Yes
159,3118,12,9,6243.82,4,4,4,444,Best Customers,Yes
160,3157,10,8,4886.130000000001,4,4,4,444,Best Customers,Yes
161,3191,7,8,5673.64,4,4,4,444,Best Customers,Yes
162,3202,11,8,4083.3600000000006,4,4,4,444,Best Customers,Yes
163,3217,8,11,5564.080000000001,4,4,4,444,Best Customers,Yes
164,3232,8,13,8903.619999999999,4,4,4,444,Best Customers,Yes
165,3251,7,11,6264.879999999999,4,4,4,444,Best Customers,Yes
166,3256,12,10,7287.869999999999,4,4,4,444,Best Customers,Yes
167,3258,17,8,4821.9,4,4,4,444,Best Customers,Yes
168,3262,1,10,4290.81,4,4,4,444,Best Customers,Yes
169,3286,9,10,5314.969999999999,4,4,4,444,Best Customers,Yes
170,3290,2,8,6520.130000000001,4,4,4,444,Best Customers,Yes
171,3337,6,8,4608.0,4,4,4,444,Best Customers,Yes
172,3375,12,8,4285.94,4,4,4,444,Best Customers,Yes
173,3402,12,9,6036.19,4,4,4,444,Best Customers,Yes
174,3420,5,11,6808.18,4,4,4,444,Best Customers,Yes
175,3427,1,8,3921.0,4,4,3,443,Best Customers,Yes
176,3433,0,10,5925.74,4,4,4,444,Best Customers,Yes
177,3470,2,8,7228.799999999998,4,4,4,444,Best Customers,Yes
178,13,27,7,4337.38,3,3,4,334,Loyal Customers,Yes
179,24,17,7,3689.35,4,3,3,433,Loyal Customers,Yes
180,29,22,9,6175.3,3,4,4,344,Loyal Customers,Yes
181,39,34,12,6085.169999999998,3,4,4,344,Loyal Customers,Yes
182,41,29,8,4531.68,3,4,4,344,Loyal Customers,Yes
183,44,35,7,4768.28,3,3,4,334,Loyal Customers,Yes
184,47,35,7,4332.1900000000005,3,3,4,334,Loyal Customers,Yes
185,50,26,7,4153.41,3,3,4,334,Loyal Customers,Yes
186,52,4,6,5417.83,4,3,4,434,Loyal Customers,Yes
187,58,20,8,3501.37,3,4,3,343,Loyal Customers,Yes
188,62,5,6,4920.879999999999,4,3,4,434,Loyal Customers,Yes
189,80,28,10,5988.86,3,4,4,344,Loyal Customers,Yes
190,86,0,9,2360.09,4,4,2,442,Loyal Customers,Yes
191,90,30,7,2990.73,3,3,3,333,Loyal Customers,Yes
192,94,33,7,4902.21,3,3,4,334,Loyal Customers,Yes
193,102,42,7,2587.01,3,3,2,332,Loyal Customers,Yes
194,110,14,7,2621.55,4,3,2,432,Loyal Customers,Yes
195,116,12,8,2447.5400000000004,4,4,2,442,Loyal Customers,Yes
196,124,2,7,4054.2499999999995,4,3,3,433,Loyal Customers,Yes
197,127,23,10,3993.71,3,4,3,343,Loyal Customers,Yes
198,132,7,6,2780.7200000000003,4,3,3,433,Loyal Customers,Yes
199,134,14,6,2946.42,4,3,3,433,Loyal Customers,Yes
200,136,20,8,3543.2,3,4,3,343,Loyal Customers,Yes
201,139,26,9,5161.44,3,4,4,344,Loyal Customers,Yes
202,140,3,6,2699.8999999999996,4,3,2,432,Loyal Customers,Yes
203,145,28,7,3140.3,3,3,3,333,Loyal Customers,Yes
204,147,34,6,5034.16,3,3,4,334,Loyal Customers,Yes
205,151,0,7,5665.410000000001,4,3,4,434,Loyal Customers,Yes
206,172,11,7,2348.66,4,3,2,432,Loyal Customers,Yes
207,177,37,11,3980.1399999999994,3,4,3,343,Loyal Customers,Yes
208,180,11,7,4065.3500000000004,4,3,4,434,Loyal Customers,Yes
209,182,13,7,5409.120000000001,4,3,4,434,Loyal Customers,Yes
210,185,8,7,3547.6800000000003,4,3,3,433,Loyal Customers,Yes
211,186,23,6,2166.17,3,3,2,332,Loyal Customers,Yes
212,188,15,6,2658.87,4,3,2,432,Loyal Customers,Yes
213,195,0,7,9633.409999999998,4,3,4,434,Loyal Customers,Yes
214,201,28,7,4159.18,3,3,4,334,Loyal Customers,Yes
215,204,27,8,6287.29,3,4,4,344,Loyal Customers,Yes
216,210,22,6,2957.0299999999997,3,3,3,333,Loyal Customers,Yes
217,211,39,9,4090.05,3,4,4,344,Loyal Customers,Yes
218,213,28,10,7534.4800000000005,3,4,4,344,Loyal Customers,Yes
219,217,4,7,2118.1800000000003,4,3,2,432,Loyal Customers,Yes
220,220,15,6,4304.11,4,3,4,434,Loyal Customers,Yes
221,221,18,6,3865.6800000000007,4,3,3,433,Loyal Customers,Yes
222,230,36,10,4745.01,3,4,4,344,Loyal Customers,Yes
223,233,17,6,2187.09,4,3,2,432,Loyal Customers,Yes
224,237,26,8,3635.04,3,4,3,343,Loyal Customers,Yes
225,246,27,9,3174.16,3,4,3,343,Loyal Customers,Yes
226,250,31,6,2963.2300000000005,3,3,3,333,Loyal Customers,Yes
227,254,41,7,6780.950000000001,3,3,4,334,Loyal Customers,Yes
228,279,14,6,2455.9300000000003,4,3,2,432,Loyal Customers,Yes
229,285,7,6,2626.74,4,3,2,432,Loyal Customers,Yes
230,289,44,9,3924.11,3,4,3,343,Loyal Customers,Yes
231,305,33,6,2229.2799999999997,3,3,2,332,Loyal Customers,Yes
232,308,25,6,4086.209999999999,3,3,4,334,Loyal Customers,Yes
233,310,8,7,4744.19,4,3,4,434,Loyal Customers,Yes
234,313,17,6,3186.63,4,3,3,433,Loyal Customers,Yes
235,314,20,8,3200.1500000000005,3,4,3,343,Loyal Customers,Yes
236,315,27,9,2200.11,3,4,2,342,Loyal Customers,Yes
237,318,9,7,3632.18,4,3,3,433,Loyal Customers,Yes
238,323,35,6,2020.7300000000002,3,3,2,332,Loyal Customers,Yes
239,328,4,8,2357.8,4,4,2,442,Loyal Customers,Yes
240,329,34,6,3618.01,3,3,3,333,Loyal Customers,Yes
241,333,22,6,3186.7200000000003,3,3,3,333,Loyal Customers,Yes
242,337,37,6,3388.8199999999997,3,3,3,333,Loyal Customers,Yes
243,338,10,7,2343.71,4,3,2,432,Loyal Customers,Yes
244,340,30,8,2781.3599999999997,3,4,3,343,Loyal Customers,Yes
245,345,19,7,3971.4599999999996,3,3,3,333,Loyal Customers,Yes
246,352,25,6,4404.400000000001,3,3,4,334,Loyal Customers,Yes
247,363,14,6,9458.169999999998,4,3,4,434,Loyal Customers,Yes
248,364,11,6,3329.97,4,3,3,433,Loyal Customers,Yes
249,372,31,8,2598.13,3,4,2,342,Loyal Customers,Yes
250,374,13,6,5271.75,4,3,4,434,Loyal Customers,Yes
251,380,35,8,6196.16,3,4,4,344,Loyal Customers,Yes
252,394,45,8,5445.46,3,4,4,344,Loyal Customers,Yes
253,395,30,6,3528.1899999999996,3,3,3,333,Loyal Customers,Yes
254,396,29,6,4647.130000000001,3,3,4,334,Loyal Customers,Yes
255,401,29,7,3643.0299999999997,3,3,3,333,Loyal Customers,Yes
256,405,14,6,3338.3399999999997,4,3,3,433,Loyal Customers,Yes
257,419,14,7,5027.369999999999,4,3,4,434,Loyal Customers,Yes
258,425,25,7,7388.6,3,3,4,334,Loyal Customers,Yes
259,429,18,7,2356.8300000000004,4,3,2,432,Loyal Customers,Yes
260,432,21,8,5110.17,3,4,4,344,Loyal Customers,Yes
261,440,11,8,2481.1899999999996,4,4,2,442,Loyal Customers,Yes
262,442,13,7,2789.25,4,3,3,433,Loyal Customers,Yes
263,444,45,7,3807.4599999999996,3,3,3,333,Loyal Customers,Yes
264,445,24,11,8081.860000000001,3,4,4,344,Loyal Customers,Yes
265,461,20,8,5722.38,3,4,4,344,Loyal Customers,Yes
266,465,4,6,3488.7900000000004,4,3,3,433,Loyal Customers,Yes
267,466,40,7,2813.6600000000003,3,3,3,333,Loyal Customers,Yes
268,470,9,7,1890.57,4,3,2,432,Loyal Customers,Yes
269,475,24,7,2907.28,3,3,3,333,Loyal Customers,Yes
270,483,40,7,2307.7799999999997,3,3,2,332,Loyal Customers,Yes
271,485,14,6,2715.28,4,3,2,432,Loyal Customers,Yes
272,498,7,7,4982.41,4,3,4,434,Loyal Customers,Yes
273,500,24,8,3977.81,3,4,3,343,Loyal Customers,Yes
274,507,36,7,4290.77,3,3,4,334,Loyal Customers,Yes
275,516,19,10,4722.210000000001,3,4,4,344,Loyal Customers,Yes
276,517,10,6,2632.1600000000003,4,3,2,432,Loyal Customers,Yes
277,523,18,6,2795.7700000000004,4,3,3,433,Loyal Customers,Yes
278,529,12,6,2339.14,4,3,2,432,Loyal Customers,Yes
279,533,2,6,5387.05,4,3,4,434,Loyal Customers,Yes
280,538,4,6,5619.99,4,3,4,434,Loyal Customers,Yes
281,542,38,6,2098.52,3,3,2,332,Loyal Customers,Yes
282,545,6,6,5665.789999999999,4,3,4,434,Loyal Customers,Yes
283,549,40,8,3751.7500000000005,3,4,3,343,Loyal Customers,Yes
284,553,19,6,2566.27,3,3,2,332,Loyal Customers,Yes
285,560,41,6,3583.46,3,3,3,333,Loyal Customers,Yes
286,563,33,7,1931.1299999999997,3,3,2,332,Loyal Customers,Yes
287,564,11,6,2143.39,4,3,2,432,Loyal Customers,Yes
288,570,35,6,3446.07,3,3,3,333,Loyal Customers,Yes
289,572,13,6,2600.44,4,3,2,432,Loyal Customers,Yes
290,576,7,6,4580.349999999999,4,3,4,434,Loyal Customers,Yes
291,590,43,11,6119.6,3,4,4,344,Loyal Customers,Yes
292,613,3,6,2098.59,4,3,2,432,Loyal Customers,Yes
293,625,16,6,2326.08,4,3,2,432,Loyal Customers,Yes
294,631,16,6,1767.3899999999999,4,3,2,432,Loyal Customers,Yes
295,634,17,7,2853.1800000000003,4,3,3,433,Loyal Customers,Yes
296,639,8,6,2516.35,4,3,2,432,Loyal Customers,Yes
297,642,24,7,2724.29,3,3,2,332,Loyal Customers,Yes
298,647,42,9,5279.19,3,4,4,344,Loyal Customers,Yes
299,652,5,9,2488.9,4,4,2,442,Loyal Customers,Yes
300,661,34,6,3308.0899999999997,3,3,3,333,Loyal Customers,Yes
301,668,6,7,4375.9800000000005,4,3,4,434,Loyal Customers,Yes
302,681,7,6,2244.1899999999996,4,3,2,432,Loyal Customers,Yes
303,682,20,7,5428.9400000000005,3,3,4,334,Loyal Customers,Yes
304,684,42,8,2431.6000000000004,3,4,2,342,Loyal Customers,Yes
305,691,39,8,5678.4,3,4,4,344,Loyal Customers,Yes
306,701,32,6,2215.5600000000004,3,3,2,332,Loyal Customers,Yes
307,706,30,6,7109.399999999999,3,3,4,334,Loyal Customers,Yes
308,710,39,6,5201.389999999999,3,3,4,334,Loyal Customers,Yes
309,716,12,6,3777.5299999999997,4,3,3,433,Loyal Customers,Yes
310,717,14,6,1857.27,4,3,2,432,Loyal Customers,Yes
311,718,34,8,2164.08,3,4,2,342,Loyal Customers,Yes
312,719,11,7,4083.5800000000004,4,3,4,434,Loyal Customers,Yes
313,720,20,10,7212.170000000001,3,4,4,344,Loyal Customers,Yes
314,724,23,8,5073.27,3,4,4,344,Loyal Customers,Yes
315,728,25,9,6411.759999999999,3,4,4,344,Loyal Customers,Yes
316,752,20,8,2952.01,3,4,3,343,Loyal Customers,Yes
317,756,25,6,2121.6099999999997,3,3,2,332,Loyal Customers,Yes
318,759,23,8,2646.67,3,4,2,342,Loyal Customers,Yes
319,765,24,10,5070.620000000001,3,4,4,344,Loyal Customers,Yes
320,766,16,6,2271.9300000000003,4,3,2,432,Loyal Customers,Yes
321,769,19,8,5070.24,3,4,4,344,Loyal Customers,Yes
322,776,13,9,2201.86,4,4,2,442,Loyal Customers,Yes
323,777,27,6,3184.33,3,3,3,333,Loyal Customers,Yes
324,786,9,7,3828.7400000000002,4,3,3,433,Loyal Customers,Yes
325,794,22,7,4248.67,3,3,4,334,Loyal Customers,Yes
326,796,6,7,3815.9300000000003,4,3,3,433,Loyal Customers,Yes
327,815,27,6,5081.3,3,3,4,334,Loyal Customers,Yes
328,818,40,6,3028.8399999999992,3,3,3,333,Loyal Customers,Yes
329,823,23,6,5811.3,3,3,4,334,Loyal Customers,Yes
330,829,12,6,4600.24,4,3,4,434,Loyal Customers,Yes
331,840,38,6,3320.09,3,3,3,333,Loyal Customers,Yes
332,843,2,6,2372.09,4,3,2,432,Loyal Customers,Yes
333,844,31,9,4730.32,3,4,4,344,Loyal Customers,Yes
334,849,27,6,4284.21,3,3,4,334,Loyal Customers,Yes
335,850,34,8,2838.72,3,4,3,343,Loyal Customers,Yes
336,856,1,7,2912.6499999999996,4,3,3,433,Loyal Customers,Yes
337,858,11,6,2708.6000000000004,4,3,2,432,Loyal Customers,Yes
338,859,18,6,2289.0600000000004,4,3,2,432,Loyal Customers,Yes
339,886,1,7,4067.6500000000005,4,3,4,434,Loyal Customers,Yes
340,887,39,8,5247.44,3,4,4,344,Loyal Customers,Yes
341,908,4,7,2880.1000000000004,4,3,3,433,Loyal Customers,Yes
342,912,40,7,4164.21,3,3,4,334,Loyal Customers,Yes
343,917,35,8,5392.89,3,4,4,344,Loyal Customers,Yes
344,921,44,7,6285.75,3,3,4,334,Loyal Customers,Yes
345,923,32,7,3337.1600000000003,3,3,3,333,Loyal Customers,Yes
346,934,0,7,4689.759999999999,4,3,4,434,Loyal Customers,Yes
347,936,32,11,8661.629999999997,3,4,4,344,Loyal Customers,Yes
348,941,33,10,11668.949999999997,3,4,4,344,Loyal Customers,Yes
349,958,34,6,2183.71,3,3,2,332,Loyal Customers,Yes
350,968,35,6,4223.16,3,3,4,334,Loyal Customers,Yes
351,981,25,7,2867.0,3,3,3,333,Loyal Customers,Yes
352,987,22,8,5180.259999999999,3,4,4,344,Loyal Customers,Yes
353,990,11,7,2353.4900000000002,4,3,2,432,Loyal Customers,Yes
354,993,0,9,2738.89,4,4,2,442,Loyal Customers,Yes
355,995,11,7,6764.67,4,3,4,434,Loyal Customers,Yes
356,1001,42,7,2884.1899999999996,3,3,3,333,Loyal Customers,Yes
357,1006,37,8,4687.53,3,4,4,344,Loyal Customers,Yes
358,1007,20,6,3468.58,3,3,3,333,Loyal Customers,Yes
359,1014,4,7,3933.79,4,3,3,433,Loyal Customers,Yes
360,1015,26,6,2136.87,3,3,2,332,Loyal Customers,Yes
361,1021,28,8,5048.259999999999,3,4,4,344,Loyal Customers,Yes
362,1024,34,8,4560.5599999999995,3,4,4,344,Loyal Customers,Yes
363,1030,39,8,4698.6,3,4,4,344,Loyal Customers,Yes
364,1049,32,10,4486.320000000001,3,4,4,344,Loyal Customers,Yes
365,1050,26,6,2535.63,3,3,2,332,Loyal Customers,Yes
366,1052,0,6,3260.3199999999997,4,3,3,433,Loyal Customers,Yes
367,1056,24,7,3954.42,3,3,3,333,Loyal Customers,Yes
368,1071,39,6,3359.09,3,3,3,333,Loyal Customers,Yes
369,1094,43,7,3632.3,3,3,3,333,Loyal Customers,Yes
370,1102,21,8,5025.439999999999,3,4,4,344,Loyal Customers,Yes
371,1103,32,12,7367.88,3,4,4,344,Loyal Customers,Yes
372,1104,11,7,2568.9700000000003,4,3,2,432,Loyal Customers,Yes
373,1106,24,9,5691.610000000001,3,4,4,344,Loyal Customers,Yes
374,1110,17,6,4574.099999999999,4,3,4,434,Loyal Customers,Yes
375,1113,26,9,6072.4800000000005,3,4,4,344,Loyal Customers,Yes
376,1129,26,13,6790.6900000000005,3,4,4,344,Loyal Customers,Yes
377,1132,44,8,3203.16,3,4,3,343,Loyal Customers,Yes
378,1144,17,7,5961.25,4,3,4,434,Loyal Customers,Yes
379,1152,24,8,4516.139999999999,3,4,4,344,Loyal Customers,Yes
380,1155,29,7,2332.4500000000003,3,3,2,332,Loyal Customers,Yes
381,1166,14,6,2539.7100000000005,4,3,2,432,Loyal Customers,Yes
382,1178,44,8,5167.23,3,4,4,344,Loyal Customers,Yes
383,1181,44,10,4513.0599999999995,3,4,4,344,Loyal Customers,Yes
384,1182,5,6,3597.45,4,3,3,433,Loyal Customers,Yes
385,1184,5,6,4314.89,4,3,4,434,Loyal Customers,Yes
386,1190,6,6,2008.23,4,3,2,432,Loyal Customers,Yes
387,1194,28,8,4148.57,3,4,4,344,Loyal Customers,Yes
388,1199,43,8,2037.32,3,4,2,342,Loyal Customers,Yes
389,1217,10,7,3270.6099999999997,4,3,3,433,Loyal Customers,Yes
390,1229,19,9,3005.63,3,4,3,343,Loyal Customers,Yes
391,1237,23,10,5731.25,3,4,4,344,Loyal Customers,Yes
392,1250,35,10,6093.260000000001,3,4,4,344,Loyal Customers,Yes
393,1252,9,7,4548.3099999999995,4,3,4,434,Loyal Customers,Yes
394,1254,37,7,3436.5000000000005,3,3,3,333,Loyal Customers,Yes
395,1259,41,7,3342.13,3,3,3,333,Loyal Customers,Yes
396,1263,42,6,2951.0199999999995,3,3,3,333,Loyal Customers,Yes
397,1272,24,9,4338.639999999999,3,4,4,344,Loyal Customers,Yes
398,1282,38,8,5521.41,3,4,4,344,Loyal Customers,Yes
399,1290,44,9,7616.04,3,4,4,344,Loyal Customers,Yes
400,1291,16,7,5147.26,4,3,4,434,Loyal Customers,Yes
401,1295,29,6,1882.9,3,3,2,332,Loyal Customers,Yes
402,1297,2,6,2424.53,4,3,2,432,Loyal Customers,Yes
403,1300,20,6,6148.619999999999,3,3,4,334,Loyal Customers,Yes
404,1301,12,8,2178.71,4,4,2,442,Loyal Customers,Yes
405,1302,29,13,5336.7300000000005,3,4,4,344,Loyal Customers,Yes
406,1303,10,6,4352.37,4,3,4,434,Loyal Customers,Yes
407,1313,7,7,4753.51,4,3,4,434,Loyal Customers,Yes
